	Chemical name	Internal compound ID	Compound Class	PubChem CID	PUBCHEM_isosmiles
165	Mafenide hydrochloride	PW3-A7	pharmaceutical drugs	3998	C1=CC(=CC=C1CN)S(=O)(=O)N
166	Riluzole hydrochloride	PW3-A8	pharmaceutical drugs	5070	C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N
167	Nitrofurantoin	PW3-A9	pharmaceutical drugs	5353830	C1C(=O)NC(=O)N1/N=C\C2=CC=C(O2)[N+](=O)[O-]
168	Hydralazine hydrochloride	PW3-A10	pharmaceutical drugs	135419188	C1=CC2C(=CNN=C2N=N)C=C1
169	Phenelzine sulfate	PW3-A11	pharmaceutical drugs	3675	C1=CC=C(C=C1)CCNN
170	Tranexamic acid	PW3-B2	pharmaceutical drugs	5526	C1CC(CCC1CN)C(=O)O
171	Etofylline	PW3-B3	pharmaceutical drugs	1892	CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CCO
172	Tranylcypromine hydrochloride	PW3-B4	pharmaceutical drugs	26070	C1[C@@H]([C@H]1N)C2=CC=CC=C2
173	Alverine citrate salt	PW3-B5	pharmaceutical drugs	3678	CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
174	Aceclofenac	PW3-B6	pharmaceutical drugs	71771	C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl
175	Iproniazide phosphate	PW3-B7	pharmaceutical drugs	3748	CC(C)NNC(=O)C1=CC=NC=C1
176	Sulfamethoxazole	PW3-B8	pharmaceutical drugs	5329	CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N
177	Mephenesin	PW3-B9	pharmaceutical drugs	4059	CC1=CC=CC=C1OCC(CO)O
178	Phenformin hydrochloride	PW3-B10	pharmaceutical drugs	8249	C1=CC=C(C=C1)CCN=C(N)N=C(N)N
179	Flutamide	PW3-B11	pharmaceutical drugs	3397	CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
180	Ampyrone	PW3-C2	pharmaceutical drugs	2151	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N
181	Levamisole hydrochloride	PW3-C3	pharmaceutical drugs	26879	C1CSC2=N[C@H](CN21)C3=CC=CC=C3
182	Pargyline hydrochloride	PW3-C4	pharmaceutical drugs	4688	CN(CC#C)CC1=CC=CC=C1
183	Methocarbamol	PW3-C5	pharmaceutical drugs	4107	COC1=CC=CC=C1OCC(COC(=O)N)O
184	Aztreonam	PW3-C6	pharmaceutical drugs	5459211	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N/OC(C)(C)C(=O)O)/C2=CSC(=N2)N
185	Cloxacillin sodium salt	PW3-C7	pharmaceutical drugs	6426741	CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)[O-]
186	Lacosamide	PW3-C8	pharmaceutical drugs	219078	CC(=O)N[C@H](COC)C(=O)NCC1=CC=CC=C1
187	Pentolinium bitartrate	PW3-C9	pharmaceutical drugs	5850	C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C
189	Tolbutamide	PW3-C11	pharmaceutical drugs	5505	CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C
190	Midodrine hydrochloride	PW3-D2	pharmaceutical drugs	4195	COC1=CC(=C(C=C1)OC)C(CNC(=O)CN)O
191	Thalidomide	PW3-D3	pharmaceutical drugs	5426	C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O
192	Oxolinic acid	PW3-D4	pharmaceutical drugs	4628	CCN1C=C(C(=O)C2=CC3=C(C=C21)OCO3)C(=O)O
193	Nimesulide	PW3-D5	pharmaceutical drugs	4495	CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
194	Asenapine maleate	PW3-D6	pharmaceutical drugs	3036780	CN1C[C@@H]2[C@@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
195	Pentoxifylline	PW3-D7	pharmaceutical drugs	4740	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
196	Metaraminol bitartrate	PW3-D8	pharmaceutical drugs	5906	C[C@@H]([C@@H](C1=CC(=CC=C1)O)O)N
197	Salbutamol	PW3-D9	pharmaceutical drugs	2083	CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O
198	Prilocaine hydrochloride	PW3-D10	pharmaceutical drugs	4906	CCCNC(C)C(=O)NC1=CC=CC=C1C
199	(S,+) Camptothecine	PW3-D11	pharmaceutical drugs	24360	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=CC=CC=C5N=C4C3=C2)O
200	Ranitidine hydrochloride	PW3-E2	pharmaceutical drugs	657345	CN/C(=C/[N+](=O)[O-])/NCCSCC1=CC=C(O1)CN(C)C
201	Tiratricol	PW3-E3	pharmaceutical drugs	5803	C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(=O)O)I)I)O
202	Flufenamic acid	PW3-E4	pharmaceutical drugs	3371	C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F
203	Flumequine	PW3-E5	pharmaceutical drugs	3374	CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2)F)C(=O)O
204	Tolfenamic acid	PW3-E6	pharmaceutical drugs	610479	CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O
205	Meclofenamic acid sodium salt monohydrate	PW3-E7	pharmaceutical drugs	4036	CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)[O-])Cl
206	Tibolone	PW3-E8	pharmaceutical drugs	444008	C[C@@H]1CC2=C(CCC(=O)C2)[C@@H]3[C@@H]1[C@@H]4CC[C@]([C@]4(CC3)C)(C#C)O
207	Trimethoprim	PW3-E9	pharmaceutical drugs	5578	COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
208	Metoclopramide monohydrochloride	PW3-E10	pharmaceutical drugs	4168	CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl
209	Fenbendazole	PW3-E11	pharmaceutical drugs	3334	COC(=O)NC1=NC2=C(N1)C=C(C=C2)SC3=CC=CC=C3
210	Piroxicam	PW3-F2	pharmaceutical drugs	54676228	CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
211	Pyrantel tartrate	PW3-F3	pharmaceutical drugs	708857	CN1CCCN=C1/C=C/C2=CC=CS2
212	Fenspiride hydrochloride	PW3-F4	pharmaceutical drugs	3344	C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3
213	Gemfibrozil	PW3-F5	pharmaceutical drugs	3463	CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O
214	Mefexamide hydrochloride	PW3-F6	pharmaceutical drugs	4045	CCN(CC)CCNC(=O)COC1=CC=C(C=C1)OC
215	Tiapride hydrochloride	PW3-F7	pharmaceutical drugs	5467	CCN(CC)CCNC(=O)C1=C(C=CC(=C1)S(=O)(=O)C)OC
216	Mebendazole	PW3-F8	pharmaceutical drugs	4030	COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3
217	Fenbufen	PW3-F9	pharmaceutical drugs	3335	C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O
218	Ketoprofen	PW3-F10	pharmaceutical drugs	3825	CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O
219	Indapamide	PW3-F11	pharmaceutical drugs	3702	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
220	Norfloxacin	PW3-G2	pharmaceutical drugs	4539	CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O
221	Antimycin A	PW3-G3	pharmaceutical drugs	6420045	CCCCCC[C@@H]1[C@H]([C@@H](OC(=O)C([C@H](OC1=O)C)NC(=O)C2=C(C(=CC=C2)NC=O)O)C)OC(=O)CC(C)C
222	Xylometazoline hydrochloride	PW3-G4	pharmaceutical drugs	5709	CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C
223	Oxymetazoline hydrochloride	PW3-G5	pharmaceutical drugs	4636	CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C
224	Nifenazone	PW3-G6	pharmaceutical drugs	4487	CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)C3=CN=CC=C3
225	Griseofulvin	PW3-G7	pharmaceutical drugs	441140	C[C@@H]1CC(=O)C=C([C@]12C(=O)C3=C(O2)C(=C(C=C3OC)OC)Cl)OC
226	Clemizole hydrochloride	PW3-G8	pharmaceutical drugs	2782	C1CCN(C1)CC2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)Cl
227	Tropicamide	PW3-G9	pharmaceutical drugs	5593	CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
228	Nefopam hydrochloride	PW3-G10	pharmaceutical drugs	4450	CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3
229	Phentolamine hydrochloride	PW3-G11	pharmaceutical drugs	5775	CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O
230	Etodolac	PW3-H2	pharmaceutical drugs	3308	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
231	Scopolamin-N-oxide hydrobromide	PW3-H3	pharmaceutical drugs	3000667	C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)[O-]
232	(L) Hyoscyamine	PW3-H4	pharmaceutical drugs	154417	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)[C@H](CO)C3=CC=CC=C3
233	Chlorphensin carbamate	PW3-H5	pharmaceutical drugs	2724	C1=CC(=CC=C1OCC(COC(=O)N)O)Cl
234	Carmofur	PW3-H6	pharmaceutical drugs	2577	CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
235	Dilazep dihydrochloride	PW3-H7	pharmaceutical drugs	3074	COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC
236	Ofloxacin	PW3-H8	pharmaceutical drugs	4583	CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
237	Lomefloxacin hydrochloride	PW3-H9	pharmaceutical drugs	3948	CCN1C=C(C(=O)C2=CC(=C(C(=C21)F)N3CCNC(C3)C)F)C(=O)O
238	Orphenadrine hydrochloride	PW3-H10	pharmaceutical drugs	4601	CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
239	Proglumide	PW3-H11	pharmaceutical drugs	4922	CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
240	Mexiletine hydrochloride	PW4-A2	pharmaceutical drugs	4178	CC1=C(C(=CC=C1)C)OCC(C)N
241	Flavoxate hydrochloride	PW4-A3	pharmaceutical drugs	3354	CC1=C(OC2=C(C1=O)C=CC=C2C(=O)OCCN3CCCCC3)C4=CC=CC=C4
242	Bufexamac	PW4-A4	pharmaceutical drugs	2466	CCCCOC1=CC=C(C=C1)CC(=O)NO
243	Glutethimide, para-amino	PW4-A5	pharmaceutical drugs	2145	CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N
244	Dropropizine	PW4-A6	pharmaceutical drugs	3169	C1CN(CCN1CC(CO)O)C2=CC=CC=C2
245	Pinacidil monohydrate	PW4-A7	pharmaceutical drugs	4826	CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
246	Albendazole	PW4-A8	pharmaceutical drugs	2082	CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
247	Clonidine hydrochloride	PW4-A9	pharmaceutical drugs	2803	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
248	Bupropion hydrochloride	PW4-A10	pharmaceutical drugs	444	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
249	Alprenolol hydrochloride	PW4-A11	pharmaceutical drugs	2119	CC(C)NCC(COC1=CC=CC=C1CC=C)O
250	Chlorothiazide	PW4-B2	pharmaceutical drugs	2720	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
251	Diphenidol hydrochloride	PW4-B3	pharmaceutical drugs	3055	C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O
252	Norethindrone	PW4-B4	pharmaceutical drugs	6230	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
253	Nortriptyline hydrochloride	PW4-B5	pharmaceutical drugs	4543	CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31
254	Niflumic acid	PW4-B6	pharmaceutical drugs	4488	C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
255	Isotretinoin	PW4-B7	pharmaceutical drugs	5282379	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C
256	Retinoic acid	PW4-B8	pharmaceutical drugs	444795	CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C
257	Antazoline hydrochloride	PW4-B9	pharmaceutical drugs	2200	C1CN=C(N1)CN(CC2=CC=CC=C2)C3=CC=CC=C3
258	Ethacrynic acid	PW4-B10	pharmaceutical drugs	3278	CCC(=C)C(=O)C1=C(C(=C(C=C1)OCC(=O)O)Cl)Cl
259	Praziquantel	PW4-B11	pharmaceutical drugs	4891	C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
260	Ethisterone	PW4-C2	pharmaceutical drugs	5284557	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@]4(C#C)O)C
261	Triprolidine hydrochloride	PW4-C3	pharmaceutical drugs	5282443	CC1=CC=C(C=C1)/C(=C\CN2CCCC2)/C3=CC=CC=N3
262	Doxepin hydrochloride	PW4-C4	pharmaceutical drugs	667477	CN(C)CC/C=C/1\C2=CC=CC=C2COC3=CC=CC=C31
263	Dyclonine hydrochloride	PW4-C5	pharmaceutical drugs	3180	CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2
265	Disopyramide	PW4-C7	pharmaceutical drugs	3114	CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
266	Clotrimazole	PW4-C8	pharmaceutical drugs	2812	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4
267	Vinpocetine	PW4-C9	pharmaceutical drugs	443955	CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4C(=C2)C(=O)OCC
268	Clomipramine hydrochloride	PW4-C10	pharmaceutical drugs	2801	CN(C)CCCN1C2=CC=CC=C2CCC3=C1C=C(C=C3)Cl
269	Fendiline hydrochloride	PW4-C11	pharmaceutical drugs	3336	CC(C1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3
270	Vincamine	PW4-D2	pharmaceutical drugs	15376	CC[C@@]12CCCN3[C@@H]1C4=C(CC3)C5=CC=CC=C5N4[C@](C2)(C(=O)OC)O
271	Indomethacin	PW4-D3	pharmaceutical drugs	3715	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
272	Cortisone	PW4-D4	pharmaceutical drugs	222786	C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C
273	Prednisolone	PW4-D5	pharmaceutical drugs	5755	C[C@]12C[C@@H]([C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C)O
274	Fenofibrate	PW4-D6	pharmaceutical drugs	3339	CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl
275	Bumetanide	PW4-D7	pharmaceutical drugs	2471	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2
276	Labetalol hydrochloride	PW4-D8	pharmaceutical drugs	3869	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
277	Cinnarizine	PW4-D9	pharmaceutical drugs	1547484	C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
278	Methylprednisolone, 6-alpha	PW4-D10	pharmaceutical drugs	6741	C[C@H]1C[C@H]2[C@@H]3CC[C@@]([C@]3(C[C@@H]([C@@H]2[C@@]4(C1=CC(=O)C=C4)C)O)C)(C(=O)CO)O
279	Quinidine hydrochloride monohydrate	PW4-D11	pharmaceutical drugs	441074	COC1=CC2=C(C=CN=C2C=C1)[C@@H]([C@H]3C[C@@H]4CCN3C[C@@H]4C=C)O
280	Fludrocortisone acetate	PW4-E2	pharmaceutical drugs	73440814	CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H](C3([C@H]2CCC4=CC(=O)CC[C@@]43C)F)O)C)O
281	Fenoterol hydrobromide	PW4-E3	pharmaceutical drugs	3343	CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
282	Homochlorcyclizine dihydrochloride	PW4-E4	pharmaceutical drugs	3627	CN1CCCN(CC1)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
283	Diethylcarbamazine citrate	PW4-E5	pharmaceutical drugs	3052	CCN(CC)C(=O)N1CCN(CC1)C
284	Chenodiol	PW4-E6	pharmaceutical drugs	10133	C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
285	Perhexiline maleate	PW4-E7	pharmaceutical drugs	4746	C1CCC(CC1)C(CC2CCCCN2)C3CCCCC3
286	Oxybutynin chloride	PW4-E8	pharmaceutical drugs	4634	CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O
287	Spiperone	PW4-E9	pharmaceutical drugs	5265	C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F
288	Pyrilamine maleate	PW4-E10	pharmaceutical drugs	4992	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=CC=CC=N2
289	Sulfinpyrazone	PW4-E11	pharmaceutical drugs	5342	C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
290	Dantrolene sodium salt	PW4-F2	pharmaceutical drugs	5353563	C1C(=NC(=O)N1/N=C\C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-]
291	Trazodone hydrochloride	PW4-F3	pharmaceutical drugs	5533	C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
292	Glafenine hydrochloride	PW4-F4	pharmaceutical drugs	3474	C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
293	Pimethixene maleate	PW4-F5	pharmaceutical drugs	4822	CN1CCC(=C2C3=CC=CC=C3SC4=CC=CC=C42)CC1
294	Pergolide mesylate	PW4-F6	pharmaceutical drugs	47811	CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC
295	Acemetacin	PW4-F7	pharmaceutical drugs	1981	CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)OCC(=O)O
296	Benzydamine hydrochloride	PW4-F8	pharmaceutical drugs	12555	CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3
297	Fipexide hydrochloride	PW4-F9	pharmaceutical drugs	3351	C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C(=O)COC4=CC=C(C=C4)Cl
298	Mifepristone	PW4-F10	pharmaceutical drugs	55245	CC#C[C@@]1(CC[C@@H]2[C@@]1(C[C@@H](C3=C4CCC(=O)C=C4CC[C@@H]23)C5=CC=C(C=C5)N(C)C)C)O
299	Diperodon hydrochloride	PW4-F11	pharmaceutical drugs	10831	C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3
300	Lisinopril	PW4-G2	pharmaceutical drugs	5362119	C1C[C@H](N(C1)C(=O)[C@H](CCCCN)N[C@@H](CCC2=CC=CC=C2)C(=O)O)C(=O)O
301	Lincomycin hydrochloride	PW4-G3	pharmaceutical drugs	3000540	CCC[C@@H]1C[C@H](N(C1)C)C(=O)N[C@@H]([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)[C@@H](C)O
302	Telenzepine dihydrochloride	PW4-G4	pharmaceutical drugs	5387	CC1=C2C(=CS1)C(=O)NC3=CC=CC=C3N2C(=O)CN4CCN(CC4)C
303	Econazole nitrate	PW4-G5	pharmaceutical drugs	3198	C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
304	Bupivacaine hydrochloride	PW4-G6	pharmaceutical drugs	2474	CCCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C
305	Clemastine fumarate	PW4-G7	pharmaceutical drugs	26987	C[C@@](C1=CC=CC=C1)(C2=CC=C(C=C2)Cl)OCC[C@H]3CCCN3C
306	Oxytetracycline dihydrate	PW4-G8	pharmaceutical drugs	54675779	C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O
307	Pimozide	PW4-G9	pharmaceutical drugs	16362	C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
308	Amodiaquine dihydrochloride dihydrate	PW4-G10	pharmaceutical drugs	2165	CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O
309	Mebeverine hydrochloride	PW4-G11	pharmaceutical drugs	4031	CCN(CCCCOC(=O)C1=CC(=C(C=C1)OC)OC)C(C)CC2=CC=C(C=C2)OC
310	Ifenprodil tartrate	PW4-H2	pharmaceutical drugs	3689	CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3
311	Flunarizine dihydrochloride	PW4-H3	pharmaceutical drugs	941361	C1CN(CCN1C/C=C/C2=CC=CC=C2)C(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F
312	Trifluoperazine dihydrochloride	PW4-H4	pharmaceutical drugs	5566	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
313	Enalapril maleate	PW4-H5	pharmaceutical drugs	5388962	CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2CCC[C@H]2C(=O)O
314	Minocycline hydrochloride	PW4-H6	pharmaceutical drugs	54679384	CN(C)[C@@H]1C2CC3CC4=C(C=CC(=C4C(=C3C(=O)[C@]2(C(=C(C1=O)C(=O)N)O)O)O)O)N(C)C
315	Glibenclamide	PW4-H7	pharmaceutical drugs	3488	COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3
316	Guanethidine sulfate	PW4-H8	pharmaceutical drugs	73707360	C1CCCN(CCC1)CCN=C(N)N.C1CCCN(CCC1)CCN=C(N)N
317	Quinacrine dihydrochloride hydrate	PW4-H9	pharmaceutical drugs	237	CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
318	Clofilium tosylate	PW4-H10	pharmaceutical drugs	2798	CCCCCCC[N+](CC)(CC)CCCCC1=CC=C(C=C1)Cl
319	Fluphenazine dihydrochloride	PW4-H11	pharmaceutical drugs	3372	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
320	Streptomycin sulfate	PW5-A2	pharmaceutical drugs	5297	CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O
321	Alfuzosin hydrochloride	PW5-A3	pharmaceutical drugs	2092	CN(CCCNC(=O)C1CCCO1)C2=NC3=CC(=C(C=C3C(=N2)N)OC)OC
322	Chlorpropamide	PW5-A4	pharmaceutical drugs	2727	CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl
323	Phenylpropanolamine hydrochloride	PW5-A5	pharmaceutical drugs	26934	C[C@H]([C@H](C1=CC=CC=C1)O)N
324	Ascorbic acid	PW5-A6	pharmaceutical drugs	54670067	C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O
325	(L) Methyldopa	PW5-A7	pharmaceutical drugs	38853	C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N
326	Cefoperazone dihydrate	PW5-A8	pharmaceutical drugs	44187	CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
327	Zoxazolamine	PW5-A9	pharmaceutical drugs	6103	C1=CC2=C(C=C1Cl)N=C(O2)N
328	Tacrine hydrochloride	PW5-A10	pharmaceutical drugs	1935	C1CCC2=NC3=CC=CC=C3C(=C2C1)N
329	Bisoprolol hemifumarate	PW5-A11	pharmaceutical drugs	69806974	CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O
330	Lopinavir	PW5-B2	pharmaceutical drugs	92727	CC1=C(C(=CC=C1)C)OCC(=O)N[C@@H](CC2=CC=CC=C2)[C@H](C[C@H](CC3=CC=CC=C3)NC(=O)[C@H](C(C)C)N4CCCNC4=O)O
331	Practolol	PW5-B3	pharmaceutical drugs	4883	CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
332	Zidovudine	PW5-B4	pharmaceutical drugs	35370	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]
333	Sulfisoxazole	PW5-B5	pharmaceutical drugs	5344	CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N
334	Zaprinast	PW5-B6	pharmaceutical drugs	135399235	CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2
335	Chlormezanone	PW5-B7	pharmaceutical drugs	2717	CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl
336	Procainamide hydrochloride	PW5-B8	pharmaceutical drugs	4913	CCN(CC)CCNC(=O)C1=CC=C(C=C1)N
337	N6-methyladenosine	PW5-B9	pharmaceutical drugs	102175	CNC1=C2C(=NC=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
338	Guanfacine hydrochloride	PW5-B10	pharmaceutical drugs	3519	C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
339	Domperidone	PW5-B11	pharmaceutical drugs	3151	C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O
340	Furosemide	PW5-C2	pharmaceutical drugs	3440	C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl
341	Methapyrilene hydrochloride	PW5-C3	pharmaceutical drugs	4098	CN(C)CCN(CC1=CC=CS1)C2=CC=CC=N2
342	Desipramine hydrochloride	PW5-C4	pharmaceutical drugs	2995	CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31
